seconds;microseconds;speed;groundsteering;
1584543082;338732;57.4951;0.0959743;
1584543082;438788;44.7388;0.029997;
1584543082;538471;43.2739;0.00300058;
1584543082;639371;6.5918;0.00300058;
1584543082;740704;0.549316;0.00300058;
1584543082;838394;1.64795;0.0629856;
1584543082;938622;6.71387;0.0629856;
1584543083;38537;16.9678;0.0629856;
1584543083;138377;21.9727;0.104967;
1584543083;240321;17.2119;0.104967;
1584543083;338536;27.4658;0.134955;
1584543083;438265;31.25;0.197932;
1584543083;541140;45.7153;0.200933;
1584543083;639330;62.5;0.194931;
1584543083;740244;68.0542;0.131955;
1584543083;838391;66.3452;0.0599851;
1584543083;938391;52.7344;0.0209952;
1584543084;38632;32.4707;0.0209952;
1584543084;138163;11.0474;0.0239958;
1584543084;240446;9.82666;0.0389898;
1584543084;338121;9.15527;0.0749791;
1584543084;438109;6.5918;0.0749791;
1584543084;538266;23.4985;0.0749791;
1584543084;638732;24.5361;0.0749791;
1584543084;740115;26.001;0.0719785;
1584543084;838216;22.2168;0.0659773;
1584543084;938229;22.7661;0.0659773;
1584543085;38243;21.3623;0.0659773;
1584543085;138268;24.7192;0.0659773;
1584543085;240099;26.062;0.0659773;
1584543085;337929;20.6299;0.0659773;
1584543085;438166;16.4185;0.0659773;
1584543085;538103;23.4985;0.0659773;
1584543085;638530;24.292;0.0689779;
1584543085;740201;28.1372;0.0689779;
1584543085;838149;27.3438;0.0689779;
1584543085;938020;27.771;0.0659773;
1584543086;38337;22.8271;0.0689779;
1584543086;137855;22.2168;0.0689779;
1584543086;240252;21.3623;0.0689779;
1584543086;338042;18.1274;0.0689779;
1584543086;437754;20.3857;0.0689779;
1584543086;537801;21.4844;0.0689779;
1584543086;638755;26.3672;0.0689779;
1584543086;739975;23.5596;0.0689779;
1584543086;837867;19.8975;0.0599851;
1584543086;938113;20.6909;0.0239958;
1584543087;38050;25.0854;-0;
1584543087;138269;17.7612;-0;
1584543087;240128;6.04248;-0;
1584543087;337616;-1.28174;-0;
1584543087;437498;4.39453;-0;
1584543087;537747;2.38037;-0;
1584543087;638390;5.43213;-0;
1584543087;739330;0.305176;-0;
1584543087;837714;0.549316;-0;
1584543087;937470;4.88281;-0;
1584543088;37518;0.549316;-0.0659685;
1584543088;137674;-11.7188;-0.0659685;
1584543088;239579;-19.6533;-0.0599762;
1584543088;337405;-3.11279;-0;
1584543088;437569;-5.49316;-0;
1584543088;540098;-1.28174;-0;
1584543088;638605;-2.44141;-0;
1584543088;739576;-1.89209;-0;
1584543088;837397;-4.5166;-0;
1584543088;937298;-5.24902;-0;
1584543089;37505;-6.5918;-0;
1584543089;137456;-4.27246;-0;
1584543089;239504;-2.50244;-0;
1584543089;337669;-4.82178;-0;
1584543089;438043;-3.41797;-0;
1584543089;537406;-9.76562;-0;
1584543089;638109;-0.183105;-0;
1584543089;739615;-2.74658;-0;
1584543089;837911;-2.86865;-0;
1584543089;937487;11.2915;0.0599851;
1584543090;37192;30.9448;0.098966;
1584543090;137069;28.6865;0.101967;
1584543090;238995;35.5225;0.101967;
1584543090;336983;36.0107;0.0929737;
1584543090;437086;33.5693;0.0719785;
1584543090;537081;32.1045;0.0719785;
1584543090;637617;35.6445;0.0749791;
1584543090;738553;27.9541;0.0749791;
1584543090;837047;28.5645;0.0749791;
1584543090;936940;27.3438;0.0929737;
1584543091;36863;28.1372;0.0929737;
1584543091;137029;35.9497;0.0959743;
1584543091;238693;37.9639;0.176946;
1584543091;336814;58.7769;0.281904;
1584543091;437116;69.8853;0.290888;
1584543091;536735;72.998;0.290888;
1584543091;637420;78.186;0.290888;
1584543091;739209;75.6836;0.290888;
1584543091;836715;82.0312;0.290888;
1584543091;936738;74.2188;0.290888;
1584543092;36832;75.0732;-0;
1584543092;136656;34.1797;-0.290888;
1584543092;238819;-40.6494;-0.290888;
1584543092;336755;-60.4248;-0.242905;
1584543092;436807;-61.5234;-0;
1584543092;536789;-11.6577;0.0179946;
1584543092;637413;-1.77002;-0.113951;
1584543092;738934;-41.8701;-0;
1584543092;836508;-47.1191;-0;
1584543092;939268;-3.54004;0.269911;
1584543093;36484;7.14111;0.290888;
1584543093;136572;85.5713;0.290888;
1584543093;239119;81.3599;0.290888;
1584543093;336376;86.5479;-0;
1584543093;436355;11.4136;-0;
1584543093;536530;8.05664;-0;
1584543093;636982;4.76074;-0.290888;
1584543093;738312;-8.66699;-0;
1584543093;836486;-59.9365;-0;
1584543093;936242;-12.6953;-0;
1584543094;36424;-12.5122;-0.290888;
1584543094;136396;-32.2266;-0;
1584543094;238319;-45.5322;-0;
1584543094;336230;-2.68555;-0.152941;
1584543094;436398;-43.1519;-0;
1584543094;536283;-49.2554;-0;
1584543094;636790;-8.54492;-0;
1584543094;738725;-0.305176;0.290888;
1584543094;836274;49.3774;0.290888;
1584543094;936239;88.3789;-0;
1584543095;36600;49.5605;-0;
1584543095;136016;6.28662;-0;
1584543095;238178;-3.78418;-0;
1584543095;336485;-0.671387;-0;
1584543095;435946;2.68555;-0;
1584543095;535942;7.26318;-0;
1584543095;636834;9.15527;-0;
1584543095;738285;2.0752;-0.287896;
1584543095;835902;-22.7051;-0;
1584543095;936068;-20.2026;-0;
1584543096;36050;0.244141;-0;
1584543096;136073;0;-0;
1584543096;238160;-0.427246;-0;
1584543096;336030;-0.427246;-0;
1584543096;436038;-4.63867;-0;
1584543096;535961;0.732422;-0.0509744;
1584543096;636598;-1.77002;-0;
1584543096;737825;-9.52148;-0;
1584543096;835966;-13.855;-0;
1584543096;936115;-12.6953;0.0689779;
1584543097;35963;-11.5967;0.278903;
1584543097;135801;27.1606;0.233921;
1584543097;238170;19.4092;0.203933;
1584543097;335576;21.4844;0.0779797;
1584543097;435876;-4.15039;0.0539839;
1584543097;535560;-0.12207;0.0869726;
1584543097;636245;8.48389;0.164943;
1584543097;738016;22.3999;0.164943;
1584543097;835622;30.7617;0.128963;
1584543097;938129;33.6914;0.0479916;
1584543098;35845;24.292;-0;
1584543098;135639;25.2075;-0;
1584543098;237483;0.549316;-0;
1584543098;335606;-0.488281;0.197932;
1584543098;435409;22.2778;0.203933;
1584543098;535609;36.6821;0.0719785;
1584543098;636225;13.9771;0.0749791;
1584543098;741735;22.2778;0.209934;
1584543098;836552;16.1743;0.0749791;
1584543098;936248;29.6631;0.0599851;
1584543099;35598;19.2261;0.0629856;
1584543099;135419;17.2119;0.0599851;
1584543099;237333;12.3901;0.0599851;
1584543099;335210;15.1978;0.0599851;
1584543099;435188;13.1836;0.0929737;
1584543099;535412;14.9536;0.0929737;
1584543099;639136;21.1182;0.0929737;
1584543099;737193;27.3438;0.0959743;
1584543099;835340;21.3013;0.11396;
1584543099;935215;23.6816;0.170945;
1584543100;35085;33.3862;0.170945;
1584543100;135358;52.9175;0.170945;
1584543100;237373;58.2275;0.170945;
1584543100;335142;53.772;0.137956;
1584543100;435248;40.8325;0.0719785;
1584543100;535396;42.1143;0.0629856;
1584543100;635603;25.6348;0.0599851;
1584543100;736853;18.7378;-0;
1584543100;834930;14.6484;-0;
1584543100;934970;7.14111;-0;
1584543101;35143;5.67627;-0;
1584543101;135099;1.0376;-0;
1584543101;237454;4.02832;-0;
1584543101;334995;4.88281;0.0809714;
1584543101;435045;2.13623;0.0599851;
1584543101;534774;16.9067;0.0179946;
1584543101;635725;26.4893;0.0179946;
1584543101;736614;13.0615;-0;
1584543101;837507;6.83594;-0;
1584543101;934922;2.13623;-0.0779708;
1584543102;34689;3.90625;-0;
1584543102;134950;-7.93457;-0;
1584543102;236641;-11.3525;-0;
1584543102;334712;-5.92041;-0;
1584543102;434909;-4.08936;-0;
1584543102;534907;-3.17383;-0;
1584543102;638801;-1.09863;-0;
1584543102;736623;-7.99561;0.185939;
1584543102;834728;-1.52588;-0;
1584543102;934689;51.7578;-0;
1584543103;34689;26.1841;0.200933;
1584543103;134803;-1.70898;0.200933;
1584543103;236440;61.1572;-0;
1584543103;335011;85.9375;-0;
1584543103;435050;31.7993;-0;
1584543103;535239;-0.793457;-0;
1584543103;635818;-1.46484;-0;
1584543103;737055;4.88281;-0;
1584543103;834393;1.89209;0.242914;
1584543103;934369;-1.28174;0.248915;
1584543104;34770;31.311;0.185939;
1584543104;134335;88.3179;0.179937;
1584543104;236527;99.6094;0.290888;
1584543104;334454;99.6094;0.290888;
1584543104;434263;99.6704;0.0150029;
1584543104;534284;99.1211;-0;
1584543104;635054;1.0376;-0;
1584543104;736430;-0.671387;-0;
1584543104;834193;-3.66211;-0;
1584543104;934399;0.732422;-0;
1584543105;34179;22.4609;0.182938;
1584543105;134167;85.3271;0.149949;
1584543105;236683;37.1094;-0;
1584543105;334209;12.2681;-0;
1584543105;434313;11.5356;-0;
1584543105;534194;4.02832;-0;
1584543105;635230;1.83105;-0;
1584543105;736497;4.69971;-0;
1584543105;834585;-30.5786;-0.269902;
1584543105;933934;-51.3306;-0;
1584543106;34053;-10.8643;-0;
1584543106;134090;-29.0527;-0.2639;
1584543106;236227;-47.3022;-0;
1584543106;333872;-3.479;-0;
1584543106;434439;-30.0903;-0.137947;
1584543106;533976;-43.2129;-0;
1584543106;634484;-9.58252;-0;
1584543106;736889;-5.43213;-0;
1584543106;833766;-2.01416;-0.254908;
1584543106;934271;-49.7437;-0;
1584543107;33895;-41.5649;-0;
1584543107;133756;-3.72314;-0;
1584543107;235972;-4.3335;-0;
1584543107;333822;-6.46973;0.0659773;
1584543107;434260;18.3716;-0;
1584543107;533647;16.8457;-0;
1584543107;634467;6.34766;0.00900175;
1584543107;739681;11.2915;0.269911;
1584543107;834078;47.4854;-0;
1584543107;934386;41.1377;0.0749791;
1584543108;33569;25.8179;0.0689779;
1584543108;133650;33.2642;-0;
1584543108;235817;2.68555;0.290888;
1584543108;333490;41.9922;0.290888;
1584543108;433498;105.408;0.26691;
1584543108;533620;106.262;0.122962;
1584543108;634049;78.3081;-0;
1584543108;735504;14.2822;-0;
1584543108;833567;0.549316;-0;
1584543108;933317;3.479;-0;
1584543109;33290;6.95801;0.194931;
1584543109;133464;41.5649;0.182938;
1584543109;239471;100.403;0.0959743;
1584543109;333451;59.6924;0.0779797;
1584543109;433611;56.2134;-0;
1584543109;533290;11.7188;-0;
1584543109;633993;8.8501;-0;
1584543109;735638;9.52148;-0;
1584543109;833155;-6.40869;-0;
1584543109;933131;2.0752;-0;
1584543110;33294;-2.0752;0.143957;
1584543110;133121;49.6216;0.290888;
1584543110;235077;49.6216;0.230921;
1584543110;333971;106.445;-0;
1584543110;433493;43.8232;-0;
1584543110;533245;6.83594;-0;
1584543110;633966;-1.2207;-0;
1584543110;735089;2.92969;0.218927;
1584543110;833326;46.7529;0.290888;
1584543110;933612;96.6187;-0;
1584543111;33085;39.0625;-0;
1584543111;133029;6.71387;-0;
1584543111;234896;-0.305176;-0.0359804;
1584543111;333140;-7.75146;-0.113951;
1584543111;433310;-48.0347;-0;
1584543111;533348;-24.353;-0.0599762;
1584543111;633937;-24.4751;-0;
1584543111;734687;-16.4795;-0;
1584543111;833240;-10.2539;-0;
1584543111;932863;-5.24902;-0;
1584543112;33388;-4.5166;-0;
1584543112;133479;-12.5732;-0;
1584543112;234552;-10.7422;-0;
1584543112;333283;-5.79834;-0;
1584543112;433832;-4.39453;-0;
1584543112;532780;1.09863;-0;
1584543112;633551;5.37109;-0;
1584543112;735073;-0.244141;0.098966;
1584543112;835703;49.9268;0.122962;
1584543112;933287;63.9038;0.125962;
1584543113;32844;74.4019;0.110968;
1584543113;132643;68.9697;0.00600117;
1584543113;234342;47.9126;-0;
1584543113;332861;10.8643;0.200933;
1584543113;432800;24.231;0.290888;
1584543113;532627;105.713;-0;
1584543113;636619;42.2974;-0;
1584543113;734910;3.35693;0.290888;
1584543113;832647;3.35693;0.185939;
1584543113;932867;92.2241;-0;
1584543114;32731;53.2837;0.185939;
1584543114;132490;26.3062;0.290888;
1584543114;235118;99.7314;0.290888;
1584543114;332387;96.8018;0.290888;
1584543114;434976;100.342;-0;
1584543114;532727;97.1069;-0.00599229;
1584543114;633228;41.0767;-0.164934;
1584543114;734374;-2.38037;-0.248906;
1584543114;832475;-47.7295;-0;
1584543114;932342;-78.5522;-0;
1584543115;32398;-10.8643;0.179937;
1584543115;132639;7.38525;0.251916;
1584543115;234313;37.1704;-0;
1584543115;332413;72.937;-0;
1584543115;432322;4.27246;-0;
1584543115;532295;3.23486;-0;
1584543115;633122;2.38037;-0.0269875;
1584543115;734261;1.0376;-0;
1584543115;832152;-0.305176;-0;
1584543115;934631;-4.27246;-0;
1584543116;32793;-3.90625;-0.0929649;
1584543116;131950;-10.0708;-0;
1584543116;234042;-23.8037;-0;
1584543116;332134;-9.33838;-0;
1584543116;431934;-6.71387;-0;
1584543116;531963;-2.99072;-0;
1584543116;632755;-0.671387;-0;
1584543116;734027;-2.19727;-0;
1584543116;831932;-1.89209;-0;
1584543116;932006;-5.98145;-0;
1584543117;31830;-3.84521;-0;
1584543117;131771;-11.1084;-0;
1584543117;234077;-4.82178;-0;
1584543117;331731;-5.67627;-0;
1584543117;431733;1.0376;-0;
1584543117;532014;-3.54004;-0;
1584543117;632598;-5.92041;-0;
1584543117;733877;-5.61523;-0;
1584543117;831837;-8.11768;-0;
1584543117;931767;-4.27246;-0;
1584543118;32026;-3.2959;-0;
1584543118;132058;-2.62451;-0;
1584543118;233910;-1.58691;-0;
1584543118;331632;-3.35693;-0;
1584543118;431726;-5.12695;0.0599851;
1584543118;531739;-6.10352;0.176946;
1584543118;632371;8.17871;-0;
1584543118;733913;57.251;-0;
1584543118;831558;24.5972;-0;
1584543118;934305;0.793457;0.0569845;
1584543119;31999;-7.62939;0.0659773;
1584543119;131674;21.2402;0.0659773;
1584543119;233589;21.1182;0.083972;
1584543119;331804;27.4048;0.0869726;
1584543119;431721;25.3296;0.0869726;
1584543119;531808;29.1748;0.0899731;
1584543119;632525;22.1558;0.0899731;
1584543119;733550;36.6821;0.0869726;
1584543119;831839;34.6069;0.104967;
1584543119;931416;38.7573;0.134955;
1584543120;31349;36.8042;0.134955;
1584543120;131383;57.8003;0.125962;
1584543120;233574;63.3545;0.125962;
1584543120;331182;59.2651;0.125962;
1584543120;431341;64.6362;0.125962;
1584543120;531353;55.7861;0.125962;
1584543120;631903;54.5654;0.125962;
1584543120;733281;54.6265;0.0869726;
1584543120;831654;52.9175;-0;
1584543120;931072;12.3901;-0;
1584543121;31265;8.17871;-0;
1584543121;131444;2.19727;-0;
1584543121;232770;15.1978;-0;
1584543121;331440;17.0288;-0;
1584543121;431141;14.1602;-0;
1584543121;531015;-5.61523;-0;
1584543121;631753;2.68555;-0;
1584543121;732954;41.3818;-0;
1584543121;833780;94.0552;-0;
1584543121;934198;17.0898;-0;
1584543122;31770;17.7612;-0;
1584543122;130993;2.68555;-0;
1584543122;233481;2.68555;-0;
1584543122;330945;0.915527;-0;
1584543122;430904;5.37109;0.290888;
1584543122;530686;33.3252;0.290888;
1584543122;631583;102.295;-0;
1584543122;732705;63.4155;-0;
1584543122;830654;22.1558;0.290888;
1584543122;930771;24.8413;-0;
1584543123;31515;38.6353;-0;
1584543123;130578;8.72803;0.239922;
1584543123;232711;21.4844;0.290888;
1584543123;330887;30.0903;0.290888;
1584543123;433252;14.9536;0.290888;
1584543123;531231;-5.85938;0.0239958;
1584543123;631670;0.366211;-0;
1584543123;733304;0.0610352;-0;
1584543123;830629;0.183105;-0;
1584543123;930439;0.427246;-0;
1584543124;30383;0.427246;-0;
1584543124;130557;0.671387;-0;
1584543124;236753;0.427246;-0;
1584543124;332982;0.183105;-0;
1584543124;430495;0.488281;-0;
1584543124;530309;0.427246;-0;
1584543124;630995;0.427246;-0;
1584543124;732415;0.305176;-0;
1584543124;830252;0.488281;-0;
1584543124;930222;0.366211;-0;
1584543125;30802;0.366211;-0;
1584543125;134335;0.549316;-0;
1584543125;232241;0.671387;-0;
1584543153;26567;0.366211;0;
1584543153;527171;0.427246;-0;
1584543153;627059;0.183105;-0;
1584543153;726937;0.366211;-0;
1584543153;824849;0.549316;-0;
1584543153;924685;0.488281;-0;
1584543154;24633;0.427246;0.0749791;
1584543154;125140;0.732422;0.0749791;
1584543154;226883;0.488281;0.0659773;
1584543154;324615;0.427246;0.0659773;
1584543154;427245;0.366211;0.0629856;
1584543154;524661;0.488281;0.0659773;
1584543154;625490;0.549316;0.0659773;
1584543154;726542;0.549316;0.0659773;
1584543154;824699;0.305176;0.0659773;
1584543154;924791;2.80762;0.0659773;
1584543155;24622;1.40381;0.0659773;
1584543155;124660;5.24902;0.0659773;
1584543155;230154;7.14111;0.0659773;
1584543155;324559;5.49316;0.0659773;
1584543155;424526;9.70459;0.0239958;
1584543155;524320;2.80762;-0;
1584543155;625483;4.3335;-0;
1584543155;726937;1.0376;-0;
1584543155;824256;3.479;-0;
1584543155;924467;4.02832;-0;
1584543156;27088;4.3335;-0;
1584543156;124496;5.5542;-0;
1584543156;226583;0.732422;-0;
1584543156;324612;0.12207;-0;
1584543156;425245;2.44141;-0;
1584543156;524355;5.12695;-0;
1584543156;624896;1.64795;-0;
1584543156;726057;2.92969;-0;
1584543156;827240;2.44141;-0;
1584543156;924110;5.12695;-0;
1584543157;24046;6.46973;-0;
1584543157;124190;5.61523;-0;
1584543157;225964;6.16455;-0;
1584543157;323968;3.23486;-0;
1584543157;424131;-2.0752;-0;
1584543157;523936;-2.0752;-0;
1584543157;624792;0.854492;-0;
1584543157;726186;1.46484;-0;
1584543157;823950;2.0752;-0;
1584543157;923955;4.27246;-0;
1584543158;24150;4.08936;-0;
1584543158;123962;4.94385;-0.0329798;
1584543158;225965;-0.915527;-0.0809625;
1584543158;324029;-20.9961;-0.0809625;
1584543158;423960;-25.1465;-0.0809625;
1584543158;523887;-21.3013;-0.0809625;
1584543158;625049;-27.2217;-0.0809625;
1584543158;725863;-26.1841;-0.0809625;
1584543158;823937;-24.5361;-0.0809625;
1584543158;923935;-26.4893;-0.0809625;
1584543159;23732;-23.8037;-0.0809625;
1584543159;123900;-28.9917;-0.0809625;
1584543159;226086;-19.6533;-0.0809625;
1584543159;323608;-21.4233;-0.0779708;
1584543159;424094;-15.3198;-0.0809625;
1584543159;523941;-17.1509;-0.0809625;
1584543159;624597;-17.6392;-0.0899643;
1584543159;725498;-17.334;-0.0899643;
1584543159;823916;-23.6206;-0.0929649;
1584543159;923893;-14.7705;-0.0989571;
1584543160;23702;-18.6768;-0.0989571;
1584543160;123880;-21.4844;-0.113951;
1584543160;225528;-27.4658;-0.152941;
1584543160;323703;-37.7808;-0.155942;
1584543160;426724;-47.6685;-0.167935;
1584543160;523644;-47.6685;-0.218918;
1584543160;624063;-45.8984;-0.248906;
1584543160;726031;-48.0957;-0.245906;
1584543160;823369;-47.3022;-0.215918;
1584543160;923305;-50.9033;-0.179929;
1584543161;23901;-42.7856;-0.182929;
1584543161;123679;-45.9595;-0.170936;
1584543161;230099;-46.0815;-0.0929649;
1584543161;324087;-35.7666;-0;
1584543161;423220;-14.7095;-0;
1584543161;523282;-12.8784;-0;
1584543161;624367;-11.1084;0.0749791;
1584543161;725378;13.4277;0.0599851;
1584543161;823435;23.1323;-0;
1584543161;923272;7.50732;-0;
1584543162;23121;0.488281;-0;
1584543162;123252;2.92969;-0;
1584543162;225450;9.39941;-0;
1584543162;323322;-2.44141;-0;
1584543162;423001;7.50732;-0;
1584543162;523582;2.86865;-0;
1584543162;623600;5.12695;-0;
1584543162;725145;3.60107;-0;
1584543162;823317;1.70898;-0;
1584543162;922881;-2.01416;-0;
1584543163;22852;-3.60107;-0;
1584543163;123027;-1.46484;-0;
1584543163;225186;5.79834;-0;
1584543163;322807;2.01416;-0;
1584543163;422946;0.549316;-0;
1584543163;522727;2.92969;-0;
1584543163;623407;4.88281;-0;
1584543163;725035;1.83105;-0;
1584543163;822699;0.12207;-0;
1584543163;922666;1.09863;-0;
1584543164;22820;-0.183105;-0;
1584543164;125310;4.69971;-0;
1584543164;230181;5.43213;-0;
1584543164;323081;8.48389;-0;
1584543164;422577;6.04248;-0;
1584543164;522551;2.68555;-0;
1584543164;623376;0.671387;-0;
1584543164;724669;2.80762;-0.00899288;
1584543164;822515;-3.60107;-0.0329798;
1584543164;922664;-2.13623;-0;
1584543165;22455;-9.70459;-0;
1584543165;122525;-0.305176;-0;
1584543165;224889;-1.09863;-0;
1584543165;322466;-3.479;-0;
1584543165;422395;-2.92969;-0;
1584543165;522665;-2.92969;-0;
1584543165;623109;-1.58691;-0;
1584543165;728985;0.671387;-0;
1584543165;822549;-3.479;-0;
1584543165;922304;-1.40381;-0;
1584543166;22267;-0.427246;-0;
1584543166;122506;4.02832;-0;
1584543166;224484;-3.60107;-0;
1584543166;322485;0.183105;-0;
1584543166;422565;-3.2959;-0;
1584543166;525138;-0.976562;-0;
1584543166;626262;-3.23486;-0;
1584543166;725755;-6.40869;-0.0239869;
1584543166;822204;-12.7563;-0;
1584543166;922442;-7.08008;-0;
1584543167;22669;-6.7749;-0;
1584543167;122301;-3.66211;-0;
1584543167;224209;-2.0752;-0;
1584543167;322854;-0.610352;-0;
1584543167;422067;-0.366211;-0;
1584543167;522071;-2.68555;-0.00299171;
1584543167;622945;-2.68555;-0.137947;
1584543167;725298;-18.3105;-0.131946;
1584543167;822154;-33.9355;-0.131946;
1584543167;922114;-35.5835;-0.131946;
1584543168;21936;-32.8369;-0.131946;
1584543168;124766;-30.1514;-0.122953;
1584543168;224773;-33.1421;-0.122953;
1584543168;321937;-39.0015;-0.122953;
1584543168;422194;-36.2549;-0.122953;
1584543168;522063;-40.7104;-0.122953;
1584543168;622776;-36.2549;-0.122953;
1584543168;724343;-40.3442;-0.122953;
1584543168;822071;-37.5366;-0.14994;
1584543168;922030;-42.5415;-0.200924;
1584543169;21928;-46.2036;-0.209925;
1584543169;122362;-47.7295;-0.200924;
1584543169;224065;-55.0537;-0;
1584543169;321904;-47.7295;-0;
1584543169;422125;-7.14111;-0;
1584543169;521871;-6.5918;-0;
1584543169;625544;-7.14111;-0;
1584543169;724795;0;-0.125954;
1584543169;821630;-4.88281;-0.125954;
1584543169;921651;-15.4419;-0;
1584543170;21694;-13.7939;-0;
1584543170;121665;-5.43213;-0;
1584543170;223659;-1.09863;-0;
1584543170;321820;-2.01416;-0;
1584543170;424400;-3.05176;-0.0989571;
1584543170;524693;-4.82178;-0.0839631;
1584543170;622671;-4.82178;-0;
1584543170;723513;-10.437;-0;
1584543170;821443;-10.437;-0;
1584543170;921629;-6.65283;-0;
1584543171;21362;-7.99561;-0;
1584543171;121331;-6.71387;-0;
1584543171;223556;-2.50244;-0;
1584543171;321311;-9.46045;-0;
1584543171;421385;-0.610352;-0;
1584543171;521948;-3.84521;-0;
1584543171;622053;-0.671387;-0;
1584543171;723503;-4.45557;-0.00899288;
1584543171;821523;-2.56348;-0;
1584543171;921462;-0.244141;-0;
1584543172;21257;-2.92969;-0;
1584543172;121341;-4.21143;-0;
1584543172;223223;-5.37109;-0;
1584543172;321124;-7.50732;-0;
1584543172;421305;-2.68555;-0;
1584543172;521101;-4.88281;-0;
1584543172;621673;-5.43213;-0;
1584543172;723294;-2.99072;-0;
1584543172;821063;-1.58691;-0;
1584543172;920946;-1.83105;-0;
1584543173;21183;-2.19727;-0;
1584543173;120899;-1.46484;0.161943;
1584543173;223060;32.0435;0.188939;
1584543173;321119;54.8096;-0;
1584543173;420890;19.104;-0;
1584543173;524239;-1.70898;-0;
1584543173;621860;2.74658;-0;
1584543173;723554;1.2207;-0;
1584543173;820762;-2.56348;-0.104958;
1584543173;921092;-21.5454;-0;
1584543174;20807;-15.8691;-0;
1584543174;120779;-4.21143;-0.125954;
1584543174;222990;-25.5737;-0.122953;
1584543174;323784;-33.7524;-0.116952;
1584543174;420641;-34.3628;-0.0989571;
1584543174;520794;-35.4004;-0.0779708;
1584543174;621714;-26.1841;-0.0779708;
1584543174;722903;-30.9448;-0.0779708;
1584543174;820805;-26.8555;-0.0779708;
1584543174;920746;-36.0718;-0.0779708;
1584543175;21081;-36.0718;-0.0779708;
1584543175;123766;-36.9873;-0.014994;
1584543175;223100;-11.4136;-0;
1584543175;320656;-8.17871;-0;
1584543175;420814;-3.96729;-0;
1584543175;520444;-2.0752;-0.116952;
1584543175;621161;-28.5034;-0.0689691;
1584543175;722754;-31.6772;-0;
1584543175;820398;-16.1133;-0;
1584543175;920619;-8.17871;-0;
1584543176;20691;-6.65283;-0.0119935;
1584543176;120545;-5.18799;-0.0119935;
1584543176;222857;-7.38525;-0.122953;
1584543176;320527;-32.1655;-0.140948;
1584543176;420267;-41.5649;-0.0599762;
1584543176;520465;-25.8179;-0.116952;
1584543176;624285;-27.832;-0.287896;
1584543176;722994;-49.9878;-0.290888;
1584543176;820412;-44.2505;-0.290888;
1584543176;920366;-50.1099;-0.290888;
1584543177;20677;-48.584;-0.290888;
1584543177;120259;-52.7954;-0.251907;
1584543177;222172;-46.6919;-0.00299171;
1584543177;320166;-33.4473;-0;
1584543177;423233;-4.27246;-0.158942;
1584543177;520823;-27.832;-0.0899643;
1584543177;620773;-33.9355;-0;
1584543177;721941;-31.0059;-0;
1584543177;820558;-11.5967;-0.116952;
1584543177;919971;-13.0615;-0.113951;
1584543178;19932;-38.269;-0;
1584543178;120339;-21.5454;-0.0209863;
1584543178;225735;-5.18799;-0.278895;
1584543178;320288;-32.1655;-0.254908;
1584543178;420260;-44.3115;-0;
1584543178;520023;-43.2739;-0;
1584543178;620489;-16.2354;-0;
1584543178;721862;-4.21143;-0;
1584543178;820087;5.12695;-0;
1584543178;920692;2.44141;-0;
1584543179;19919;2.44141;-0.0599762;
1584543179;119704;-7.08008;-0;
1584543179;221614;-6.28662;-0;
1584543179;319866;-0.793457;-0;
1584543179;419918;1.34277;-0;
1584543179;519623;-6.95801;-0;
1584543179;620471;0;-0.0299881;
1584543179;725058;-2.50244;-0.0359804;
1584543179;822411;-2.80762;-0.0179858;
1584543179;920320;-8.91113;-0;
1584543180;19792;-4.76074;-0;
1584543180;119522;-4.02832;-0;
1584543180;221619;-4.63867;-0;
1584543180;319490;-1.95312;-0;
1584543180;419464;-6.10352;-0;
1584543180;519659;-5.18799;-0;
1584543180;620095;-4.3335;-0;
1584543180;721331;0.0610352;-0;
1584543180;819596;-7.14111;-0;
1584543180;919368;-4.08936;-0;
1584543181;19437;0.488281;0.00300058;
1584543181;119583;-0.427246;0.0749791;
1584543181;221242;-1.64795;0.098966;
1584543181;319523;18.2495;0.0809714;
1584543181;419468;20.752;0.0629856;
1584543181;519362;23.9258;0.0599851;
1584543181;620046;20.5078;0.0509833;
1584543181;721338;22.3389;0.0239958;
1584543181;819233;24.0479;0.0120023;
1584543181;919488;11.0474;0.0120023;
1584543182;19537;11.2915;0.00900175;
1584543182;119273;7.93457;-0;
1584543182;221073;2.50244;-0;
1584543182;319520;1.2207;-0;
1584543182;419368;-7.08008;-0;
1584543182;519086;-3.2959;-0;
1584543182;619932;2.2583;-0;
1584543182;720857;7.14111;-0;
1584543182;819054;2.44141;-0;
1584543182;919198;1.2207;-0;
1584543183;19088;3.11279;-0;
1584543183;119045;-1.40381;0.00300058;
1584543183;221416;-1.40381;0.0479916;
1584543183;319207;1.40381;0.0599851;
1584543183;419179;12.7563;0.0599851;
1584543183;519505;17.334;0.0719785;
1584543183;619719;17.7612;0.0749791;
1584543183;722047;22.2778;0.0749791;
1584543183;819310;19.4702;0.0749791;
1584543183;919395;17.5171;0.0719785;
1584543184;19122;17.0288;0.0629856;
1584543184;119065;22.8271;0.0599851;
1584543184;220832;17.0898;-0;
1584543184;319157;22.1558;-0.0269875;
1584543184;418936;4.57764;-0.173936;
1584543184;518724;-13.7939;-0.173936;
1584543184;619549;-44.0674;-0.200924;
1584543184;720568;-52.002;-0.290888;
1584543184;819010;-50.1709;-0.290888;
